罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,（市区町村コード発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,鎌ケ谷,粟野,122246,千葉県,鎌ケ谷市,東初富１丁目,20241023,9,一戸建住宅,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,鎌ケ谷,粟野,122246,千葉県,鎌ケ谷市,西佐津間１丁目,20240205,21,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,粟野,122246,千葉県,鎌ケ谷市,北中沢３丁目,20240302,16,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷１丁目,20240802,13,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷１丁目,20240926,16,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷２丁目,20240714,12,一戸建住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷４丁目,20240218,3,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷４丁目,20240608,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷４丁目,20241019,11,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷４丁目,20241102,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷４丁目,20241206,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷６丁目,20241107,8,道路上,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷８丁目,20241111,16,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,鎌ケ谷８丁目,20241120,20,その他,その他,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,丸山１丁目,20240917,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺２丁目,20241013,13,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺３丁目,20240315,12,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺３丁目,20240921,14,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺５丁目,20240311,17,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺５丁目,20240616,11,一戸建住宅,その他,50歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺５丁目,20240929,19,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺７丁目,20240805,20,道路上,その他,40歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東道野辺７丁目,20240902,13,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東鎌ケ谷１丁目,20240807,17,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東鎌ケ谷２丁目,20240920,21,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東鎌ケ谷３丁目,20240921,16,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東初富４丁目,20240928,22,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東初富４丁目,20241024,16,一戸建住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東初富６丁目,20240328,16,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,東初富６丁目,20241118,17,一戸建住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,南鎌ケ谷３丁目,20241104,8,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷大仏,122246,千葉県,鎌ケ谷市,南鎌ケ谷４丁目,20240811,10,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,20240311,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,20240314,16,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,20240420,12,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,20240627,9,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,不明,不明,４階建て以上共同住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,20241115,8,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,20241129,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,初富,20241212,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山１丁目,20240605,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山１丁目,20240628,16,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山１丁目,20241017,17,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山１丁目,20241120,4,一戸建住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山１丁目,20241206,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山２丁目,20240124,14,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山３丁目,20240720,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山４丁目,20240508,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山４丁目,20240629,22,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,20240307,18,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,20240518,22,道路上,その他,50歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,20240619,20,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠した
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,20240724,13,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,20240731,16,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠した
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,20240727,12,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,くぬぎ山５丁目,20240923,21,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,北中沢３丁目,20240516,19,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,くぬぎ山,122246,千葉県,鎌ケ谷市,北初富,20240428,6,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,富岡１丁目,20240728,19,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,富岡１丁目,20240728,21,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,富岡３丁目,20240704,20,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,西道野辺,20240407,17,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,西道野辺,20240707,18,４階建て以上共同住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,西道野辺,20240826,17,一戸建住宅,その他,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,東道野辺１丁目,20240506,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,馬込沢,20240408,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,馬込沢,20240620,8,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,東中沢２丁目,20240501,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,東中沢４丁目,20240307,19,道路上,その他,30歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央２丁目,20240307,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央２丁目,20240412,13,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央２丁目,20240423,6,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央２丁目,20240614,17,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央２丁目,20240902,10,その他,その他,70歳以上,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央３丁目,20240115,14,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺中央４丁目,20240507,18,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺本町１丁目,20240224,8,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,20240219,21,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,20240506,13,４階建て以上共同住宅,駐車（輪）場,65-69歳,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,20240813,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,20240912,19,一戸建住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,20240912,5,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,鎌ヶ谷駅前,122246,千葉県,鎌ケ谷市,道野辺本町２丁目,20240912,10,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,中央１丁目,不明,不明,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,中央１丁目,20240525,14,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,中央１丁目,20240719,11,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,中央１丁目,20240923,0,その他,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,中央１丁目,20241016,20,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,初富,20240226,11,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富２丁目,20240124,20,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富２丁目,20240425,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富２丁目,20240609,20,一戸建住宅,その他,10歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富２丁目,20240914,21,一戸建住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富２丁目,20241111,15,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富３丁目,20240928,23,一戸建住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富３丁目,20241011,21,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,南初富４丁目,20240616,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,北初富,20240126,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷１丁目,20240716,10,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240103,20,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240105,6,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20231222,15,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20231222,16,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240120,10,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240122,6,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240118,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240301,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240314,10,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240317,13,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240508,22,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240709,20,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240709,9,その他,駐車（輪）場,20歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240711,8,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240725,15,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240805,8,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240810,16,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240807,10,駐車（輪）場,駐車（輪）場,70歳以上,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240809,21,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240822,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240823,17,その他,駐車（輪）場,10歳代,中学生,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240825,19,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240912,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20240922,10,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241001,6,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241028,15,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241026,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241030,14,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241103,12,その他,駐車（輪）場,50歳代,その他,施錠した
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241112,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241114,16,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241127,19,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241125,15,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241124,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241207,18,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241205,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷２丁目,20241211,15,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷３丁目,20240622,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷３丁目,20240727,17,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,鎌ケ谷,新鎌ケ谷駅前,122246,千葉県,鎌ケ谷市,新鎌ケ谷４丁目,20240515,16,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉北,穴川,121037,千葉県,千葉市稲毛区,穴川１丁目,20240623,22,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉北,穴川,121037,千葉県,千葉市稲毛区,穴川１丁目,20240825,5,その他,駐車（輪）場,10歳代,高校生,施錠した
窃盗,自転車盗,千葉北,穴川,121037,千葉県,千葉市稲毛区,穴川１丁目,20240929,20,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,千葉北,穴川,121037,千葉県,千葉市稲毛区,穴川１丁目,20241004,16,その他の住宅（３階建て以下共同住宅等）,その他,10歳代,大学生,施錠せず
